trip_id,datetime,city,driver_id,distance_km,duration_min,surge_multiplier,fare_uzs,status,payment_method,rating
T002455,2024-01-02 14:39:00,Buxoro,D0282,3.1,6.0,1.0,9 600,completed,wallet,4.5
T004425,2024-01-16 09:01:00,Toshkent,D0086,4.4,11.0,2.0,,Cancelled,,
T000954,2024-02-22 01:19:00,Toshkent,D0224,4.1,11.0,1.0,,cancelled,,
T003423,2024-03-08 18:47:00,Toshkent,D0264,10.3,25.0,2.0,61 300,completed,card,5.0
T004606,2024-03-29 20:31:00,Namangan,D0106,4.2,7.0,1.0,,cancelled,,
T001070,2024-03-19 21:08:00,Toshkent,D0218,5.5,7.0,1.0,20 100,Completed,card,5.0
T002730,2024-02-04 07:32:00,Namangan,D0071,7.4,16.0,1.0,16 100,Completed,wallet,5.0
T002463,2024-02-26 02:10:00,Toshkent,D0266,9.1,18.0,1.0,28 000,Completed,card,4.2
T000249,2024-02-20 22:01:00,Toshkent,D0034,8.0,17.0,1.0,,cancelled,,
T002537,2024-02-02 05:30:00,Toshkent,D0159,8.2,19.0,1.0,,canceled,,
T000701,2024-01-08 18:18:00,Andijon,D0253,9.3,26.0,1.3,24 600,COMPLETED,cash,4.2
T001926,2024-02-04 18:19:00,Toshkent,D0159,7.2,18.0,1.0,37 200,completed,card,3.2
T003401,2024-02-27 07:58:00,Toshkent,D0098,2.2,5.0,1.0,8 300,completed,cash,4.1
T004945,2024-01-27 19:05:00,Toshkent,D0090,1.8,5.0,1.5,11 600,Completed,cash,5.0
T000791,2024-01-13 09:13:00,Buxoro,D0064,5.0,,2.0,,cancelled,,
T003492,2024-03-02 18:14:00,Toshkent,D0056,8.7,24.0,1.5,27 100,completed,card,4.4
T003466,2024-02-13 03:00:00,Namangan,D0207,2.8,7.0,1.0,14 200,completed,cash,5.0
T000380,2024-02-27 15:52:00,Toshkent,D0030,6.7,22.0,1.0,15 000,Completed,card,5.0
T004979,2024-03-14 10:45:00,Toshkent,D0087,7.0,17.0,1.0,15 500,completed,card,4.6
T002436,2024-03-01 10:31:00,Toshkent,D0085,4.5,10.0,1.0,,no_show,,
T002088,2024-02-02 17:24:00,Toshkent,D0187,3.2,5.0,1.0,9 800,Completed,cash,4.2
T001974,2024-02-20 10:05:00,Samarqand,D0189,5.2,11.0,1.0,12 800,completed,card,4.5
T002405,2024-01-21 10:56:00,Buxoro,D0105,9.0,16.0,1.0,27 800,COMPLETED,wallet,4.0
T002346,2024-01-25 07:27:00,Toshkent,D0072,4.6,23.0,1.0,11 900,Completed,cash,4.0
T004260,2024-03-12 05:27:00,Namangan,D0132,10.7,24.0,1.0,,no_show,,
T003908,2024-01-14 18:55:00,Andijon,D0249,8.4,21.0,1.3,22 900,completed,cash,4.8
T003179,2024-03-18 19:25:00,Toshkent,D0238,7.3,16.0,1.3,31 300,completed,card,3.7
T001957,2024-01-30 19:10:00,Toshkent,D0070,7.4,16.0,1.0,,cancelled,,
T001117,2024-02-20 10:21:00,Toshkent,D0235,6.3,9.0,1.0,21 900,completed,cash,4.4
T001555,2024-03-05 09:15:00,Namangan,D0143,9.8,25.0,1.3,25 600,completed,cash,4.2
T000371,2024-03-26 10:46:00,Toshkent,D0296,4.1,13.0,1.0,17 000,Completed,cash,4.6
T000716,2024-02-03 22:16:00,Andijon,D0209,13.7,25.0,1.0,25 600,Completed,card,4.3
T000516,2024-03-29 17:34:00,Namangan,D0285,7.9,27.0,1.0,25 400,completed,card,4.0
T002447,2024-01-19 19:35:00,Toshkent,D0135,7.4,18.0,1.3,20 900,Completed,card,5.0
T002746,2024-01-25 08:12:00,Toshkent,D0278,9.5,30.0,1.0,19 200,COMPLETED,cash,4.9
T002829,2024-03-29 15:07:00,Samarqand,D0180,9.1,16.0,1.0,,no_show,,
T004015,2024-01-01 07:58:00,Toshkent,D0065,9.2,20.0,1.0,18 800,completed,cash,4.6
T004883,2024-01-20 17:43:00,Buxoro,D0223,0.0,33.0,1.0,46 100,completed,card,5.0
T003667,2024-01-16 19:22:00,Andijon,D0177,2.7,6.0,1.3,18 100,completed,cash,4.8
T000195,2024-03-16 18:21:00,Toshkent,D0278,3.7,20.0,1.5,15 800,completed,card,3.5
T001031,2024-03-27 17:41:00,Toshkent,D0195,12.9,33.0,1.0,36 400,Completed,cash,4.8
T004833,2024-01-22 18:34:00,Toshkent,D0073,10.3,32.0,1.0,20 400,completed,card,4.6
T000681,2024-02-11 07:21:00,Toshkent,D0030,4.3,10.0,1.0,11 400,completed,wallet,4.1
T002320,2024-03-06 20:31:00,Buxoro,D0094,5.4,11.0,1.0,13 100,completed,card,5.0
T000227,2024-02-23 20:04:00,Samarqand,D0010,6.6,16.0,1.0,14 900,completed,card,4.4
T002805,2024-03-02 18:56:00,Toshkent,D0065,12.8,29.0,1.0,24 200,completed,cash,4.2
T000776,2024-03-20 02:13:00,Samarqand,D0153,14.6,26.0,1.0,,completed,cash,3.9
T001910,2024-03-28 14:35:00,Andijon,D0028,2.3,4.0,1.0,8 400,COMPLETED,card,4.1
T004091,2024-03-21 17:02:00,Buxoro,D0080,3.1,7.0,1.0,9 600,completed,cash,5.0
T000170,2024-01-03 10:17:00,Toshkent,D0241,2.7,7.0,1.0,21 400,Completed,card,4.5
T002613,2024-03-18 20:11:00,Toshkent,D0024,3.6,7.0,1.0,,Cancelled,,
T001284,2024-03-11 01:50:00,Samarqand,D0091,11.9,28.0,1.0,,canceled,,
T002607,2024-01-24 17:09:00,Toshkent,D0096,4.8,15.0,1.0,12 200,completed,card,4.6
T000846,2024-01-24 08:37:00,Toshkent,D0174,7.2,14.0,2.0,31 600,Completed,wallet,5.0
T001067,2024-02-23 21:29:00,Toshkent,D0140,9.0,20.0,1.0,18 500,completed,card,4.2
T001518,2024-01-17 19:32:00,Toshkent,D0214,4.9,12.0,1.3,,completed,wallet,4.4
T004989,2024-03-19 09:36:00,Toshkent,D0097,5.2,13.0,1.3,39 300,completed,card,4.8
T004228,2024-01-10 07:42:00,Toshkent,D0030,9.5,22.0,1.0,19 200,COMPLETED,cash,4.6
T001943,2024-03-21 18:48:00,Namangan,D0285,5.1,19.0,1.3,25 000,Completed,card,5.0
T001996,2024-01-11 09:31:00,Toshkent,D0038,5.6,14.0,2.0,63 200,Completed,wallet,5.0
T003759,2024-02-16 08:01:00,Buxoro,D0178,8.3,16.0,2.0,34 900,completed,wallet,5.0
T000700,2024-02-18 17:21:00,Toshkent,D0199,9.3,29.0,1.0,19 000,Completed,wallet,4.8
T004500,2024-01-03 16:20:00,Samarqand,D0188,3.8,14.0,1.0,10 700,COMPLETED,cash,5.0
T003532,2024-03-26 21:57:00,Namangan,D0202,10.6,15.0,1.0,49 100,completed,cash,4.5
T001487,2024-01-12 17:31:00,Samarqand,D0180,3.4,10.0,1.0,,cancelled,,
T001144,2024-01-07 19:56:00,Samarqand,D0107,7.4,20.0,1.0,16 100,completed,cash,5.0
T003542,2024-01-20 20:21:00,Namangan,D0005,4.1,10.0,1.0,26 400,completed,cash,4.2
T001136,2024-03-09 08:48:00,Toshkent,D0043,8.0,18.0,1.0,40 000,completed,wallet,4.8
T001211,2024-01-08 10:37:00,Buxoro,D0273,8.8,35.0,1.0,18 200,Completed,card,4.4
T001864,2024-03-02 12:40:00,Samarqand,D0128,4.8,11.0,1.0,12 200,completed,cash,4.3
T003914,2024-03-01 09:24:00,Namangan,D0285,6.7,13.0,1.0,22 700,completed,card,3.9
T001563,2024-01-03 09:56:00,Andijon,D0279,2.4,8.0,1.5,12 900,completed,wallet,3.7
T000226,2024-02-06 09:28:00,Buxoro,D0166,3.6,8.0,1.5,15 600,completed,card,5.0
T001121,2024-01-17 09:45:00,Namangan,D0113,4.7,9.0,1.0,18 300,completed,card,5.0
T000599,2024-02-28 19:35:00,Toshkent,D0224,12.6,22.0,2.0,47 800,Completed,card,4.7
T003904,2024-03-16 18:22:00,Buxoro,D0237,6.4,14.0,1.0,14 600,completed,cash,5.0
T001877,2024-01-12 08:46:00,Toshkent,D0040,8.9,28.0,1.5,27 500,completed,card,4.1
T002834,2024-01-27 11:10:00,Samarqand,D0088,4.9,15.0,1.0,18 800,Completed,card,5.0
T000875,2024-02-24 07:41:00,Namangan,D0149,1.7,4.0,1.0,7 600,completed,card,5.0
T003770,2024-01-30 13:53:00,Toshkent,D0123,8.1,21.0,1.0,25 800,Completed,card,5.0
T001043,2024-03-02 21:29:00,Toshkent,D0059,7.7,14.0,1.0,,cancelled,,
T002274,2024-03-29 07:10:00,Toshkent,D0292,3.6,11.0,1.0,10 400,completed,card,4.6
T001559,2024-02-02 20:43:00,Andijon,D0213,2.6,5.0,1.0,,cancelled,,
T001565,2024-02-09 20:29:00,Namangan,D0071,12.7,38.0,1.0,24 000,completed,card,4.2
T001545,2024-02-29 17:28:00,Andijon,D0104,3.4,9.0,1.0,10 100,completed,wallet,4.5
T003223,2024-03-07 18:51:00,Toshkent,D0161,4.2,12.0,1.0,17 200,completed,wallet,4.5
T003063,2024-01-19 19:06:00,Namangan,D0071,2.9,4.0,2.0,18 700,completed,card,4.6
T002643,2024-02-10 08:35:00,Andijon,D0077,15.8,63.0,1.3,55 600,completed,card,3.9
T004691,2024-01-30 20:47:00,Buxoro,D0234,6.3,12.0,1.0,,no_show,,
T003150,2024-02-27 07:06:00,Buxoro,D0262,6.5,16.0,1.0,22 300,completed,card,4.0
T001060,2024-03-09 10:08:00,Toshkent,D0163,1.5,4.0,1.0,7 200,completed,card,4.5
T002752,2024-01-17 09:39:00,Buxoro,D0277,10.6,29.0,1.3,40 700,COMPLETED,card,3.9
T002120,2024-03-06 08:08:00,Andijon,D0210,3.7,8.0,1.0,,Cancelled,,
T001934,2024-01-11 18:08:00,Buxoro,D0282,5.0,19.0,1.3,16 200,Completed,card,5.0
T000322,2024-02-10 08:11:00,Samarqand,D0186,14.6,51.0,1.3,52 200,completed,cash,5.0
T001116,2024-03-22 07:29:00,Toshkent,D0030,5.0,9.0,1.0,,no_show,,
T001023,2024-02-16 20:02:00,Toshkent,D0238,5.3,16.0,1.0,19 700,completed,wallet,5.0
T004027,2024-02-01 19:39:00,Samarqand,D0047,12.6,32.0,1.0,23 900,completed,card,5.0
T003288,2024-01-25 18:35:00,Toshkent,D0037,5.7,12.0,1.0,,cancelled,,
T000635,2024-01-22 23:12:00,Buxoro,D0262,2.0,6.0,1.0,,cancelled,,
T004062,2024-02-28 17:41:00,Toshkent,D0049,7.0,15.0,1.0,,canceled,,
T001156,2024-02-26 19:14:00,Namangan,D0168,6.3,20.0,1.5,,cancelled,,
T004014,2024-01-19 23:26:00,Toshkent,D0058,9.6,16.0,1.0,19 400,completed,cash,5.0
T000632,2024-01-22 18:07:00,Samarqand,D0018,5.1,8.0,1.3,25 000,Completed,card,4.1
T000238,2024-01-02 07:57:00,Buxoro,D0050,7.0,15.0,1.0,15 500,COMPLETED,wallet,5.0
T004215,2024-03-17 08:58:00,Andijon,D0125,3.8,8.0,1.0,10 700,completed,wallet,5.0
T001533,2024-03-07 10:21:00,Andijon,D0092,4.6,16.0,1.0,11 900,COMPLETED,wallet,4.9
T004597,2024-02-17 17:26:00,Namangan,D0075,8.8,20.0,1.0,27 400,completed,cash,5.0
T004290,2024-03-30 18:26:00,Toshkent,D0140,9.9,27.0,1.0,19 800,Completed,card,5.0
T002787,2024-03-16 12:41:00,Namangan,D0144,4.3,11.0,1.0,11 400,completed,wallet,4.9
T000847,2024-02-26 07:33:00,Andijon,D0046,2.4,6.0,1.0,13 300,completed,card,4.5
T004199,2024-01-03 02:31:00,Samarqand,D0164,7.5,21.0,1.0,,no_show,,
T000657,2024-03-13 15:32:00,Toshkent,D0111,5.6,,1.0,13 400,Completed,card,3.8
T003195,2024-01-19 20:30:00,Andijon,D0294,9.4,19.0,1.0,19 100,completed,card,5.0
T003977,2024-02-18 19:12:00,Samarqand,D0293,4.6,11.0,1.5,27 200,COMPLETED,wallet,5.0
T000431,2024-02-29 16:14:00,Buxoro,D0248,3.1,6.0,1.0,,cancelled,,
T004572,2024-02-13 21:50:00,Namangan,D0285,7.1,18.0,1.0,,cancelled,,
T004746,2024-01-27 19:17:00,Namangan,D0113,3.0,5.0,1.0,14 600,completed,cash,4.7
T000069,2024-01-29 09:33:00,Toshkent,D0007,5.5,16.0,1.3,17 200,Completed,card,4.8
T000140,2024-01-09 04:49:00,Andijon,D0295,6.8,38.0,1.0,,completed,card,4.6
T000151,2024-02-13 18:13:00,Samarqand,D0011,5.9,17.0,1.3,18 000,completed,cash,5.0
T000872,2024-03-28 16:43:00,Toshkent,D0062,4.6,12.0,1.0,11 900,completed,wallet,3.7
T003619,2024-03-02 20:28:00,Andijon,D0104,4.6,10.0,1.0,11 900,Completed,card,4.1
T002687,2024-02-15 19:33:00,Toshkent,D0252,7.2,12.0,1.3,20 500,completed,cash,4.5
T000243,2024-01-28 20:21:00,Namangan,D0149,10.0,24.0,1.0,20 000,completed,card,4.0
T000885,2024-02-27 20:59:00,Namangan,D0165,9.1,17.0,1.0,43 800,COMPLETED,card,4.5
T000977,2024-02-18 18:53:00,Samarqand,D0084,4.4,,1.5,17 400,completed,cash,5.0
T002482,2024-02-11 18:52:00,Namangan,D0232,5.9,11.0,1.5,,cancelled,,
T002965,2024-03-03 08:28:00,Andijon,D0046,6.0,18.0,1.0,21 200,COMPLETED,card,4.3
T003145,2024-03-05 08:10:00,Namangan,D0075,5.8,16.0,1.5,31 100,Completed,card,5.0
T001868,2024-01-02 20:52:00,Andijon,D0228,5.2,14.0,1.0,19 400,Completed,wallet,4.8
T002650,2024-03-16 07:55:00,Toshkent,D0004,5.9,14.0,1.0,21 000,completed,wallet,4.0
T004978,2024-03-20 14:49:00,Andijon,D0287,7.8,20.0,1.0,16 700,completed,wallet,4.3
T000373,2024-03-07 06:09:00,Samarqand,D0018,4.7,9.0,1.0,18 300,completed,cash,4.8
T002511,2024-03-02 20:15:00,Buxoro,D0156,9.0,21.0,1.0,27 800,completed,cash,5.0
T000200,2024-01-08 06:53:00,Samarqand,D0155,6.4,11.0,1.0,34 400,completed,card,4.6
T001733,2024-01-09 04:09:00,Buxoro,D0276,10.2,24.0,1.0,20 300,completed,card,4.8
T003703,2024-03-23 18:46:00,Toshkent,D0172,3.1,11.0,1.5,,cancelled,,
T003556,2024-02-04 03:44:00,Toshkent,D0220,-3.0,7.0,1.0,23 600,completed,card,5.0
T001958,2024-03-30 09:07:00,Toshkent,D0059,9.8,19.0,1.0,19 700,completed,card,5.0
T004589,2024-02-22 07:01:00,Namangan,D0207,10.7,26.0,1.0,31 500,completed,card,4.8
T001472,2024-01-08 10:50:00,Buxoro,D0094,4.2,14.0,1.0,,no_show,,
T001164,2024-03-20 05:45:00,Andijon,D0183,6.2,9.0,1.0,,canceled,,
T004660,2024-03-17 13:09:00,Toshkent,D0229,8.4,14.0,1.0,26 500,completed,cash,4.8
T003014,2024-02-05 17:12:00,Andijon,D0209,6.5,13.0,1.0,14 800,completed,card,4.3
T000824,2024-03-29 19:48:00,Toshkent,D0286,6.9,15.0,2.0,30 700,completed,card,5.0
T003787,2024-03-28 18:56:00,Samarqand,D0084,9.8,,1.5,29 600,Completed,cash,5.0
T000295,2024-01-11 17:30:00,Toshkent,D0241,14.4,30.0,1.0,62 400,completed,cash,4.6
T004031,2024-02-11 17:55:00,Samarqand,D0291,6.4,14.0,1.0,22 100,completed,cash,4.7
T000762,2024-02-06 08:17:00,Andijon,D0289,8.6,21.0,1.3,,cancelled,,
T002423,2024-02-14 00:23:00,Toshkent,D0023,4.6,10.0,1.0,11 900,completed,card,4.3
T002434,2024-03-15 10:44:00,Toshkent,D0182,9.0,31.0,1.0,18 500,COMPLETED,cash,4.1
T000500,2024-03-21 01:33:00,Namangan,D0160,4.5,11.0,1.0,17 900,completed,card,4.4
T002417,2024-02-10 19:03:00,Toshkent,D0058,5.0,13.0,1.0,12 500,completed,wallet,4.0
T000606,2024-02-07 08:48:00,Toshkent,D0269,5.8,20.0,1.5,,no_show,,
T001889,2024-02-06 03:36:00,Namangan,D0075,2.3,5.0,1.0,,cancelled,,
T002618,2024-03-04 20:46:00,Toshkent,D0292,9.4,19.0,1.0,,cancelled,,
T000352,2024-02-04 11:37:00,Toshkent,D0032,2.8,6.0,1.0,,Cancelled,,
T002230,2024-01-18 20:49:00,Toshkent,D0185,3.8,8.0,1.0,10 700,completed,wallet,4.5
T000306,2024-02-12 07:48:00,Namangan,D0006,5.0,8.0,1.0,12 500,completed,card,4.3
T002998,2024-02-28 08:04:00,Toshkent,D0073,-1.0,26.0,1.3,20 300,COMPLETED,card,5.0
T000026,2024-02-23 07:50:00,Namangan,D0029,6.6,17.0,1.0,14 900,Completed,card,5.0
T000581,2024-02-29 07:59:00,Andijon,D0077,2.4,5.0,1.0,13 300,Completed,card,4.1
T001137,2024-03-25 18:24:00,Namangan,D0006,3.0,6.0,1.5,14 200,COMPLETED,cash,4.2
T000448,2024-03-18 07:12:00,Buxoro,D0094,3.5,9.0,1.0,10 200,COMPLETED,card,4.2
T002276,2024-02-03 18:53:00,Toshkent,D0172,3.0,9.0,2.0,29 200,COMPLETED,wallet,4.8
T004321,2024-02-11 10:46:00,Namangan,D0152,4.2,9.0,1.0,11 300,completed,wallet,4.5
T003303,2024-02-10 01:34:00,Toshkent,D0259,2.9,9.0,1.0,14 400,completed,wallet,3.5
T003899,2024-02-23 17:31:00,Samarqand,D0052,6.4,13.0,1.0,14 600,completed,wallet,4.8
T004502,2024-02-21 14:25:00,Andijon,D0295,10.5,28.0,1.0,31 100,completed,cash,5.0
T001815,2024-02-07 13:05:00,Namangan,D0146,3.0,6.0,1.0,14 600,Completed,card,5.0
T000823,2024-02-08 18:29:00,Toshkent,D0217,5.7,14.0,1.3,17 600,COMPLETED,cash,4.9
T001213,2024-01-12 17:32:00,Namangan,D0005,5.8,22.0,1.0,32 300,COMPLETED,cash,4.9
T004226,2024-01-06 17:25:00,Andijon,D0257,2.7,8.0,1.0,9 000,completed,card,4.8
T004667,2024-01-25 19:38:00,Toshkent,D0138,6.4,16.0,1.0,34 400,Completed,card,5.0
T000990,2024-01-09 02:22:00,Toshkent,D0053,3.0,6.0,1.0,,cancelled,,
T002624,2024-01-15 18:22:00,Toshkent,D0108,2.9,7.0,1.0,22 200,completed,card,3.6
T000820,2024-01-07 20:24:00,Toshkent,D0176,5.1,17.0,1.0,19 200,COMPLETED,card,4.5
T003497,2024-01-07 08:19:00,Samarqand,D0117,4.7,16.0,1.0,18 300,completed,card,4.5
T001423,2024-03-20 19:55:00,Andijon,D0228,4.5,17.0,1.5,26 800,Completed,cash,5.0
T002579,2024-02-16 07:48:00,Toshkent,D0135,5.3,13.0,1.0,,canceled,,
T004593,2024-02-03 10:00:00,Buxoro,D0100,7.0,13.0,1.0,23 400,Completed,card,5.0
T004477,2024-02-26 18:03:00,Samarqand,D0117,2.7,4.0,1.5,20 900,completed,wallet,5.0
T002947,2024-01-12 09:24:00,Andijon,D0104,3.1,7.0,1.0,,cancelled,,
T000787,2024-01-08 08:36:00,Toshkent,D0095,6.5,12.0,1.3,29 000,Completed,cash,4.2
T004632,2024-02-18 18:55:00,Toshkent,D0259,1.6,5.0,1.3,15 000,completed,card,4.8
T001592,2024-03-21 09:01:00,Samarqand,D0268,4.1,10.0,1.0,11 200,Completed,card,3.8
T001766,2024-03-03 07:07:00,Toshkent,D0057,7.3,19.0,1.0,,completed,card,4.6
T003508,2024-02-19 02:53:00,Andijon,D0294,2.5,5.0,1.0,8 800,completed,card,4.4
T001447,2024-01-12 08:54:00,Toshkent,D0079,3.4,6.0,1.3,13 100,completed,cash,4.6
T004413,2024-02-28 02:08:00,Toshkent,D0110,2.1,7.0,1.0,8 200,COMPLETED,card,5.0
T003397,2024-03-03 08:32:00,Namangan,D0284,8.2,19.0,1.3,,no_show,,
T004085,2024-02-09 20:21:00,Toshkent,D0167,9.1,23.0,1.0,,completed,card,4.7
T000010,2024-03-17 19:06:00,Toshkent,D0034,3.6,9.0,1.0,10 400,completed,cash,3.9
T001303,2024-01-09 02:34:00,Andijon,D0287,13.9,43.0,1.0,25 800,completed,cash,4.3
T002037,2024-03-15 10:57:00,Samarqand,D0084,7.5,21.0,1.0,16 200,completed,cash,4.5
T003383,2024-02-28 19:04:00,Namangan,D0033,4.9,10.0,1.5,28 200,COMPLETED,card,3.5
T002839,2024-03-11 18:24:00,Toshkent,D0009,2.7,6.0,1.5,13 600,completed,wallet,5.0
T001954,2024-02-05 19:13:00,Toshkent,D0031,2.3,5.0,1.5,12 700,completed,wallet,4.5
T004119,2024-02-29 17:57:00,Toshkent,D0060,4.5,10.0,1.0,11 800,completed,card,4.5
T003627,2024-01-07 20:02:00,Namangan,D0113,4.5,9.0,1.0,17 900,completed,wallet,3.9
T000324,2024-02-26 17:45:00,Buxoro,D0064,5.2,10.0,1.0,,cancelled,,
T003086,2024-01-24 19:32:00,Andijon,D0281,0.0,10.0,1.0,10 100,completed,cash,4.6
T002682,2024-01-15 17:01:00,Samarqand,D0089,5.9,15.0,1.0,13 800,Completed,card,4.9
T001913,2024-02-16 04:42:00,Toshkent,D0016,4.4,7.0,1.0,11 600,COMPLETED,wallet,5.0
T004804,2024-01-28 06:40:00,Toshkent,D0142,6.0,29.0,1.0,14 000,completed,cash,4.7
T004087,2024-03-20 17:35:00,Toshkent,D0264,4.6,13.0,1.0,18 100,completed,card,4.5
T002306,2024-02-21 19:55:00,Toshkent,D0244,1.8,3.0,1.0,7 700,completed,wallet,4.6
T003109,2024-02-25 16:43:00,Namangan,D0196,4.8,14.0,1.0,,cancelled,,
T002239,2024-02-05 07:14:00,Toshkent,D0133,4.3,9.0,1.0,11 400,Completed,card,5.0
T002388,2024-02-29 08:22:00,Toshkent,D0250,3.8,7.0,1.5,16 000,completed,card,4.6
T003589,2024-03-08 18:33:00,Toshkent,D0147,6.2,14.0,1.3,18 600,completed,card,5.0
T004991,2024-01-19 10:47:00,Samarqand,D0091,9.9,24.0,1.0,19 800,completed,wallet,4.5
T003277,2024-02-09 12:50:00,Samarqand,D0091,10.3,24.0,1.0,20 400,completed,card,4.8
T003049,2024-02-22 06:19:00,Samarqand,D0128,3.6,7.0,1.0,10 400,completed,cash,4.4
T003552,2024-01-11 19:52:00,Namangan,D0216,2.7,4.0,1.5,,cancelled,,
T001680,2024-01-21 20:09:00,Toshkent,D0192,7.0,,1.0,15 500,Completed,card,4.7
T000099,2024-01-31 20:22:00,Toshkent,D0247,6.9,16.0,1.0,15 400,Completed,wallet,5.0
T001133,2024-03-10 18:01:00,Buxoro,D0230,5.7,17.0,1.5,30 800,Completed,card,4.5
T001744,2024-01-25 18:29:00,Namangan,D0232,5.6,13.0,1.0,13 400,COMPLETED,card,4.8
T004178,2024-01-19 20:35:00,Toshkent,D0059,1.9,3.0,1.0,7 800,completed,cash,4.6
T004768,2024-02-09 08:44:00,Toshkent,D0079,3.6,9.0,1.5,15 600,Completed,wallet,5.0
T001664,2024-03-30 22:20:00,Toshkent,D0065,4.2,7.0,1.0,11 300,completed,card,5.0
T001841,2024-01-04 18:54:00,Toshkent,D0053,7.6,21.0,1.3,,canceled,,
T002452,2024-01-28 18:14:00,Namangan,D0196,7.5,22.0,1.0,38 200,completed,card,4.3
T001667,2024-03-11 20:29:00,Namangan,D0075,3.4,7.0,1.0,15 500,completed,card,4.7
T000554,2024-01-02 18:15:00,Namangan,D0216,9.0,21.0,1.5,41 700,completed,card,5.0
T004651,2024-03-19 09:29:00,Toshkent,D0062,2.0,4.0,1.5,,no_show,,
T000942,2024-01-26 17:11:00,Buxoro,D0237,3.0,6.0,1.0,9 500,completed,card,4.6
T004827,2024-02-14 20:14:00,Toshkent,D0171,4.9,13.0,1.0,12 400,completed,card,3.8
T000920,2024-01-02 08:45:00,Toshkent,D0250,14.6,37.0,2.0,53 800,Completed,cash,4.6
T000732,2024-03-03 06:58:00,Samarqand,D0280,6.5,11.0,1.0,14 800,completed,card,4.5
T002651,2024-03-19 08:42:00,Andijon,D0289,10.8,20.0,1.0,21 200,completed,cash,4.5
T003240,2024-02-09 10:54:00,Toshkent,D0044,2.0,7.0,1.0,8 000,completed,card,4.6
T000808,2024-03-19 10:51:00,Toshkent,D0062,4.8,9.0,1.0,12 200,completed,cash,3.4
T004107,2024-02-28 14:59:00,Toshkent,D0185,8.6,23.0,1.0,17 900,completed,card,4.9
T001521,2024-03-09 17:17:00,Namangan,D0207,1.4,3.0,1.0,,no_show,,
T004289,2024-03-21 19:45:00,Andijon,D0287,4.6,11.0,2.0,23 800,completed,card,4.3
T000943,2024-01-03 09:29:00,Samarqand,D0131,8.7,15.0,1.3,23 500,completed,card,3.9
T004473,2024-01-14 14:05:00,Namangan,D0197,2.6,5.0,1.0,8 900,Completed,card,4.0
T001840,2024-03-28 16:11:00,Buxoro,D0148,10.6,25.0,1.0,31 300,Completed,card,4.4
T003927,2024-02-27 09:50:00,Samarqand,D0012,18.4,39.0,1.3,,no_show,,
T001377,2024-02-24 19:20:00,Namangan,D0216,2.6,4.0,1.0,13 700,Completed,cash,4.5
T003352,2024-02-22 08:21:00,Toshkent,D0163,5.7,13.0,1.0,13 600,completed,card,3.6
T003479,2024-01-16 08:58:00,Andijon,D0046,6.2,18.0,1.5,32 500,COMPLETED,card,3.8
T000776,2024-03-20 02:13:00,Samarqand,D0153,14.6,26.0,1.0,,completed,cash,3.9
T004561,2024-02-28 09:55:00,Toshkent,D0233,2.2,6.0,2.0,16 600,Completed,wallet,4.3
T001619,2024-03-13 02:18:00,Buxoro,D0276,12.1,37.0,1.0,23 200,completed,cash,3.9
T004767,2024-03-10 09:59:00,Toshkent,D0095,4.3,7.0,1.3,,cancelled,,
T000850,2024-02-11 09:50:00,Buxoro,D0129,3.7,9.0,1.5,15 800,completed,card,3.9
T001007,2024-03-14 14:46:00,Andijon,D0141,15.3,46.0,1.0,28 000,Completed,cash,5.0
T000680,2024-03-19 19:27:00,Namangan,D0021,4.2,7.0,1.0,,cancelled,,
T000631,2024-03-27 06:41:00,Toshkent,D0004,5.7,15.0,1.0,20 500,completed,card,4.5
T002471,2024-01-05 21:29:00,Andijon,D0209,3.9,16.0,1.0,10 800,Completed,cash,4.3
T000164,2024-03-20 18:48:00,Toshkent,D0032,6.6,13.0,1.3,,canceled,,
T000952,2024-01-21 09:55:00,Samarqand,D0189,5.9,16.0,1.5,,canceled,,
T002185,2024-03-11 19:05:00,Buxoro,D0276,5.0,13.0,2.0,25 000,COMPLETED,card,4.6
T000911,2024-01-13 19:45:00,Toshkent,D0286,9.0,17.0,2.0,37 000,COMPLETED,wallet,5.0
T004240,2024-02-16 09:13:00,Toshkent,D0043,-3.0,12.0,1.0,,cancelled,,
T000710,2024-01-26 16:22:00,Toshkent,D0292,6.4,21.0,1.0,14 600,completed,wallet,4.4
T000451,2024-01-30 19:29:00,Andijon,D0270,3.9,7.0,1.3,21 600,COMPLETED,card,4.2
T003659,2024-02-23 09:28:00,Toshkent,D0013,15.6,36.0,1.0,,Cancelled,,
T001770,2024-01-06 11:06:00,Namangan,D0106,10.6,51.0,1.0,20 900,Completed,cash,4.1
T002667,2024-03-23 11:13:00,Toshkent,D0147,10.6,33.0,1.0,,canceled,,
T003144,2024-02-03 07:49:00,Toshkent,D0238,2.7,7.0,1.0,13 900,completed,cash,4.6
T004293,2024-02-27 10:05:00,Samarqand,D0245,15.3,32.0,1.0,28 000,completed,card,4.0
T001712,2024-01-21 20:30:00,Toshkent,D0049,8.4,34.0,1.0,,no_show,,
T001994,2024-02-28 09:35:00,Namangan,D0036,11.6,27.0,1.0,22 400,completed,cash,4.8
T002014,2024-03-05 09:45:00,Samarqand,D0212,7.0,21.0,1.5,35 100,completed,cash,4.2
